学生姓名,课程类型,教师,课程序号,上课日期,中文星期,西班牙语星期,英语星期,西班牙时间,学生当地时间,时差,课时计算,当日学习内容,页数,教师反馈
Wilson_066,班课,Sara,L002738,2025/11/12,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,听力,5,完成本节内容
Zoe_393（教务）,小组课,Sara,L002739,11/19/2025,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,语法,13,完成本节内容
Brian_409,班课,Sara,L002739,2025-11-19,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,阅读,7,完成本节内容
Mia_475,小组课,Sara,L002739,11/19/2025,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,复习,1,完成本节内容
Eric_096,小组课,Sara,L002739,2025-11-19,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,口语,7,完成本节内容
Patrick_507,小组课,Sara,L002739,11/19/2025,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,复习,13,完成本节内容
Wilson_066（教务）,班课,Sara,L002739,2025/11/19,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,听力,14,完成本节内容
Zoe_393,班课,Sara（教务）,L002740,2025/11/26,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,语法,9,
Brian_409,小组课,Sara,L002740,2025/11/26,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,阅读,9,
Mia_475,班课,Sara,L002740,2025/11/26,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,语法,14,
Eric096,班课,Sara,L002740,2025/11/26,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,语法,4,
Patrick_507,小组课,Sara,L002740,11/26/2025,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,听力,1,
Wilson066,班课,Sara,L002740,2025年11月26日,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,语法,11,
Zoe_393,班课,Sara,L002741,2025年12月3日,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,语法,6,课堂参与积极
Brian409,班课,Sara,L002741,2025/12/03,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,语法,5,课堂参与积极
Mia_475,班课,Sara,L002741,2025-12-03,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,阅读,13,课堂参与积极
Eric_096,班课,Sara,L002741,2025/12/03,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,阅读,4,课堂参与积极
Patrick_507,小组课,Sara,L002741,2025-12-03,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,复习,6,课堂参与积极
Wilson_066,班课,Sara,L002741,2025/12/03,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,复习,9,课堂参与积极
Zoe_393,班课,Sara,L002742,2025-12-10,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,口语,11,语法掌握一般
Brian409,班课,Sara,L002742,2025/12/10,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,语法,5,语法掌握一般
Mia_475,小组课,Sara,L002742,2025年12月10日,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,复习,11,语法掌握一般
Eric096,小组课,Sara,L002742,2025/12/10,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,口语,9,语法掌握一般
Patrick_507,小组课,Sara,L002742,12/10/2025,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,阅读,14,语法掌握一般
Wilson_066,小组课,Sara,L002742,2025/12/10,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,复习,3,语法掌握一般
Zoe_393,小组课,Sara（教务）,L002743,2025-12-17,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,语法,1,课堂参与积极
Brian_409,班课,Sara,L002743,2025-12-17,周三,miércoles,Wednesday,11:00,19:00,+8h,1.0,语法,13,课堂参与积极
Mia_475,小组课,Sara,L002743,2025-12-17,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,听力,12,课堂参与积极
Eric096,小组课,Sara,L002743,2025年12月17日,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,语法,11,课堂参与积极
Patrick_507,班课,Sara,L002743,2025-12-17,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,口语,2,课堂参与积极
Wilson_066,小组课,Sara,L002743,2025-12-17,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,阅读,13,课堂参与积极
Zoe_393,小组课,Sara,L002744,12/24/2025,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,听力,11,需要加强口语练习
Brian_409,小组课,Sara,L002744,2025年12月24日,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,口语,12,需要加强口语练习
Mia_475,小组课,Sara,L002744,2025年12月24日,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,阅读,3,需要加强口语练习
Eric096,班课,Sara,L002744,2025-12-24,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,语法,9,需要加强口语练习
Patrick_507,班课,Sara,L002744,2025-12-24,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,阅读,4,需要加强口语练习
Wilson_066,小组课,Sara,L002744,12/24/2025,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,复习,12,需要加强口语练习
Zoe_393,班课,Sara（教务）,L002745,2025-12-31,周三,miércoles,Wednesday,11:00,10:00,-1h,1.5,口语,4,需要加强口语练习
Brian409,班课,Sara,L002745,2025-12-31,周三,miércoles,Wednesday,11:00,18:00,+7h,1.5,语法,1,需要加强口语练习
Mia475,小组课,Sara,L002745,2025-12-31,周三,miércoles,Wednesday,11:00,10:00,-1h,1.5,口语,2,需要加强口语练习
Eric_096,班课,Sara,L002745,2025年12月31日,周三,miércoles,Wednesday,11:00,21:00,+10h,1.5,阅读,13,需要加强口语练习
Patrick_507,班课,Sara,L002745,2025/12/31,周三,miércoles,Wednesday,11:00,11:00,+0h,1.5,阅读,14,需要加强口语练习
Wilson_066,班课,Sara,L002745,12/31/2025,周三,miércoles,Wednesday,11:00,21:00,+10h,1.5,复习,3,需要加强口语练习
Zoe393,小组课,Sara,L002746,2026-01-07,周三,miércoles,Wednesday,11:00,11:00,+0h,1.5,阅读,9,完成本节内容
Brian_409,班课,Sara,L002746,2026-01-07,周三,miércoles,Wednesday,11:00,18:00,+7h,1.5,语法,6,完成本节内容
Mia_475（教务）,小组课,Sara,L002746,2026/01/07,周三,miércoles,Wednesday,11:00,10:00,-1h,1.5,口语,3,完成本节内容
Eric_096,班课,Sara,L002746,01/07/2026,周三,miércoles,Wednesday,11:00,21:00,+10h,1.5,阅读,3,完成本节内容
Patrick_507（教务）,班课,Sara,L002746,2026-01-07,周三,miércoles,Wednesday,11:00,11:00,+0h,1.5,听力,6,完成本节内容
Wilson_066,班课,Sara,L002746,2026-01-07,周三,miércoles,Wednesday,11:00,21:00,+10h,1.5,口语,12,完成本节内容
Zoe393,小组课,Sara（教务）,L002747,2026-01-14,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,复习,3,完成本节内容
Brian409,小组课,Sara（教务）,L002747,01/14/2026,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,复习,2,完成本节内容
Mia475,小组课,Sara,L002747,2026/01/14,周三,miércoles,Wednesday,11:00,09:00,-2h,1.0,语法,7,完成本节内容
Eric_096,小组课,Sara,L002747,2026年1月14日,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,阅读,5,完成本节内容
Patrick_507,班课,Sara,L002747,2026-01-14,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,听力,6,完成本节内容
Wilson_066,小组课,Sara,L002747,2026-01-14,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,口语,14,完成本节内容
Zoe_393,小组课,Sara,L002748,2026-01-21,周三,miércoles,Wednesday,11:00,11:00,+0h,1.5,听力,5,
Brian_409,小组课,Sara（教务）,L002748,2026/01/21,周三,miércoles,Wednesday,11:00,18:00,+7h,1.5,语法,1,
Mia475,班课,Sara,L002748,01/21/2026,周三,miércoles,Wednesday,11:00,10:00,-1h,1.5,复习,10,
Eric_096,班课,Sara,L002748,2026-01-21,周三,miércoles,Wednesday,11:00,22:00,+11h,1.5,阅读,10,
Patrick_507,小组课,Sara,L002748,2026-01-21,周三,miércoles,Wednesday,11:00,11:00,+0h,1.5,复习,7,
Wilson_066,小组课,Sara,L002748,2026-01-21,周三,miércoles,Wednesday,11:00,21:00,+10h,1.5,口语,5,
Zoe_393（教务）,小组课,Sara,L002749,2026-01-28,周三,miércoles,Wednesday,11:00,11:00,+0h,2.0,口语,1,
Brian409,班课,Sara,L002749,2026-01-28,周三,miércoles,Wednesday,11:00,18:00,+7h,2.0,语法,7,
Mia_475,班课,Sara（教务）,L002749,2026/01/28,周三,miércoles,Wednesday,11:00,10:00,-1h,2.0,复习,9,
Eric096,班课,Sara,L002749,2026/01/28,周三,miércoles,Wednesday,11:00,20:00,+9h,2.0,复习,4,
Patrick_507,小组课,Sara,L002749,2026-01-28,周三,miércoles,Wednesday,11:00,11:00,+0h,2.0,口语,3,
Wilson066,小组课,Sara（教务）,L002749,2026-01-28,周三,miércoles,Wednesday,11:00,21:00,+10h,2.0,语法,4,
Zoe_393,小组课,Sara,L002750,2026-02-04,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,口语,6,语法掌握一般
Brian_409,小组课,Sara,L002750,2026年2月4日,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,复习,9,语法掌握一般
Mia_475,班课,Sara,L002750,2026-02-04,周三,miércoles,Wednesday,11:00,09:00,-2h,1.0,阅读,11,语法掌握一般
Eric_096,班课,Sara,L002750,2026-02-04,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,语法,1,语法掌握一般
Patrick_507,小组课,Sara,L002750,2026年2月4日,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,口语,12,语法掌握一般
Wilson_066,班课,Sara（教务）,L002750,2026/02/04,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,复习,4,语法掌握一般
Zoe_393,小组课,Sara,L002751,02/11/2026,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,口语,3,课堂参与积极
Brian_409,班课,Sara,L002751,02/11/2026,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,听力,12,课堂参与积极
Mia_475,班课,Sara,L002751,2026-02-11,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,阅读,1,课堂参与积极
Eric_096,小组课,Sara,L002751,2026-02-11,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,复习,3,课堂参与积极
Patrick_507,小组课,Sara,L002751,2026/02/11,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,阅读,9,课堂参与积极
Wilson_066,小组课,Sara,L002751,2026-02-11,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,口语,5,课堂参与积极
Zoe_393（教务）,小组课,Sara,L002752,02/18/2026,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,语法,12,完成本节内容
Brian_409,小组课,Sara,L002752,2026年2月18日,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,口语,8,完成本节内容
Mia475,班课,Sara,L002752,2026-02-18,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,阅读,6,完成本节内容
Eric_096,小组课,Sara,L002752,2026/02/18,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,阅读,2,完成本节内容
Patrick_507,班课,Sara,L002752,2026年2月18日,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,阅读,4,完成本节内容
Wilson066,班课,Sara,L002752,2026-02-18,周三,miércoles,Wednesday,11:00,22:00,+11h,1.0,语法,11,完成本节内容
Zoe_393,小组课,Sara,L002753,2026-02-25,周三,miércoles,Wednesday,11:00,11:00,+0h,1.5,语法,14,完成本节内容
Brian_409,小组课,Sara,L002753,2026-02-25,周三,miércoles,Wednesday,11:00,18:00,+7h,1.5,口语,9,完成本节内容
Mia_475,小组课,Sara,L002753,2026-02-25,周三,miércoles,Wednesday,11:00,10:00,-1h,1.5,阅读,11,完成本节内容
Eric_096,小组课,Sara,L002753,2026-02-25,周三,miércoles,Wednesday,11:00,21:00,+10h,1.5,语法,3,完成本节内容
Patrick507,小组课,Sara,L002753,02/25/2026,周三,miércoles,Wednesday,11:00,11:00,+0h,1.5,语法,5,完成本节内容
Wilson_066,小组课,Sara（教务）,L002753,2026-02-25,周三,miércoles,Wednesday,11:00,22:00,+11h,1.5,语法,6,完成本节内容
Zoe393,小组课,Sara,L002754,2026年3月4日,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,语法,9,完成本节内容
Brian_409,小组课,Sara,L002754,2026-03-04,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,听力,6,完成本节内容
Mia_475,班课,Sara,L002754,2026-03-04,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,语法,4,完成本节内容
Eric_096,班课,Sara,L002754,2026/03/04,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,语法,4,完成本节内容
Patrick_507,班课,Sara,L002754,2026/03/04,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,语法,14,完成本节内容
Wilson_066,班课,Sara,L002754,03/04/2026,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,复习,6,完成本节内容
Zoe_393,小组课,Sara,L002755,2026/03/11,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,听力,4,
Brian_409,班课,Sara,L002755,2026年3月11日,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,口语,6,
Mia_475,小组课,Sara,L002755,2026-03-11,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,口语,13,
Eric_096,班课,Sara,L002755,03/11/2026,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,复习,2,
Patrick_507,小组课,Sara,L002755,2026-03-11,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,复习,4,
Wilson_066,小组课,Sara（教务）,L002755,2026/03/11,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,语法,4,
Zoe_393（教务）,班课,Sara,L002756,2026-03-18,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,口语,10,课堂参与积极
Brian_409,班课,Sara,L002756,2026-03-18,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,阅读,7,课堂参与积极
Mia_475,班课,Sara,L002756,2026年3月18日,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,语法,10,课堂参与积极
Eric_096,小组课,Sara,L002756,03/18/2026,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,语法,11,课堂参与积极
Patrick_507,小组课,Sara,L002756,2026-03-18,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,口语,11,课堂参与积极
Wilson_066,小组课,Sara,L002756,2026-03-18,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,语法,5,课堂参与积极
Zoe_393,班课,Sara,L002757,2026年3月25日,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,听力,2,完成本节内容
Brian_409,小组课,Sara,L002757,2026/03/25,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,复习,8,完成本节内容
Mia_475,班课,Sara,L002757,2026-03-25,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,复习,7,完成本节内容
Eric_096（教务）,小组课,Sara,L002757,2026年3月25日,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,听力,7,完成本节内容
Patrick_507,班课,Sara,L002757,2026-03-25,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,阅读,11,完成本节内容
Wilson_066,小组课,Sara,L002757,2026-03-25,周三,miércoles,Wednesday,11:00,21:00,+10h,1.0,口语,2,完成本节内容
Zoe_393,班课,Sara,L002758,2026-04-01,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,听力,11,课堂参与积极
Brian_409,小组课,Sara,L002758,2026-04-01,周三,miércoles,Wednesday,11:00,17:00,+6h,1.0,复习,2,课堂参与积极
Mia_475,小组课,Sara,L002758,2026/04/01,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,口语,12,课堂参与积极
Eric_096,班课,Sara,L002758,04/01/2026,周三,miércoles,Wednesday,11:00,20:00,+9h,1.0,阅读,8,课堂参与积极
Patrick_507,班课,Sara,L002758,2026-04-01,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,口语,3,课堂参与积极
Wilson_066,小组课,Sara,L002758,2026/04/01,周三,miércoles,Wednesday,11:00,20:00,+9h,1.0,阅读,8,课堂参与积极
Zoe_393,小组课,Sara,L002759,2026年4月8日,周三,miércoles,Wednesday,11:00,11:00,+0h,2.0,阅读,11,语法掌握一般
Brian_409（教务）,班课,Sara,L002759,2026-04-08,周三,miércoles,Wednesday,11:00,17:00,+6h,2.0,听力,5,语法掌握一般
Mia_475,小组课,Sara,L002759,2026/04/08,周三,miércoles,Wednesday,11:00,11:00,+0h,2.0,口语,6,语法掌握一般
Eric_096（教务）,小组课,Sara,L002759,2026-04-08,周三,miércoles,Wednesday,11:00,19:00,+8h,2.0,阅读,4,语法掌握一般
Patrick_507,班课,Sara,L002759,2026-04-08,周三,miércoles,Wednesday,11:00,11:00,+0h,2.0,复习,9,语法掌握一般
Wilson_066,小组课,Sara,L002759,2026年4月8日,周三,miércoles,Wednesday,11:00,19:00,+8h,2.0,阅读,1,语法掌握一般
Zoe_393（教务）,小组课,Sara,L002760,2026-04-15,周三,miércoles,Wednesday,11:00,11:00,+0h,1.5,口语,2,完成本节内容
Brian_409,班课,Sara,L002760,2026/04/15,周三,miércoles,Wednesday,11:00,16:00,+5h,1.5,口语,14,完成本节内容
Mia_475,班课,Sara,L002760,2026/04/15,周三,miércoles,Wednesday,11:00,10:00,-1h,1.5,听力,7,完成本节内容
Eric096,小组课,Sara,L002760,2026-04-15,周三,miércoles,Wednesday,11:00,20:00,+9h,1.5,阅读,4,完成本节内容
Patrick_507,班课,Sara,L002760,2026/04/15,周三,miércoles,Wednesday,11:00,11:00,+0h,1.5,阅读,9,完成本节内容
Wilson_066,小组课,Sara,L002760,2026-04-15,周三,miércoles,Wednesday,11:00,19:00,+8h,1.5,语法,7,完成本节内容
Zoe_393,班课,Sara,L002761,2026-04-22,周三,miércoles,Wednesday,11:00,10:00,-1h,1.67,口语,5,完成本节内容
Brian409,小组课,Sara（教务）,L002761,04/22/2026,周三,miércoles,Wednesday,11:00,17:00,+6h,1.67,口语,5,完成本节内容
Mia_475,班课,Sara,L002761,2026/04/22,周三,miércoles,Wednesday,11:00,10:00,-1h,1.67,口语,7,完成本节内容
Eric096,班课,Sara,L002761,04/22/2026,周三,miércoles,Wednesday,11:00,19:00,+8h,1.67,语法,10,完成本节内容
Patrick_507,小组课,Sara,L002761,2026-04-22,周三,miércoles,Wednesday,11:00,11:00,+0h,1.67,听力,13,完成本节内容
Wilson_066,小组课,Sara,L002761,2026-04-22,周三,miércoles,Wednesday,11:00,19:00,+8h,1.67,阅读,12,完成本节内容
Zoe_393,班课,Sara,L002762,04/29/2026,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,口语,1,需要加强口语练习
Brian_409,班课,Sara,L002762,2026-04-29,周三,miércoles,Wednesday,11:00,17:00,+6h,1.0,复习,6,需要加强口语练习
Mia475,小组课,Sara,L002762,2026-04-29,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,复习,5,需要加强口语练习
Eric_096,小组课,Sara,L002762,04/29/2026,周三,miércoles,Wednesday,11:00,19:00,+8h,1.0,阅读,1,需要加强口语练习
Patrick_507,班课,Sara,L002762,2026年4月29日,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,听力,13,需要加强口语练习
Wilson_066,小组课,Sara,L002762,2026-04-29,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,复习,1,需要加强口语练习
Zoe_393,班课,Sara,L002763,2026年5月6日,周三,miércoles,Wednesday,11:00,11:00,+0h,1.67,复习,2,课堂参与积极
Brian409,小组课,Sara,L002763,2026-05-06,周三,miércoles,Wednesday,11:00,17:00,+6h,1.67,复习,8,课堂参与积极
Mia_475,小组课,Sara,L002763,2026-05-06,周三,miércoles,Wednesday,11:00,10:00,-1h,1.67,阅读,6,课堂参与积极
Eric_096,小组课,Sara,L002763,2026-05-06,周三,miércoles,Wednesday,11:00,19:00,+8h,1.67,语法,7,课堂参与积极
Patrick_507,小组课,Sara,L002763,2026年5月6日,周三,miércoles,Wednesday,11:00,11:00,+0h,1.67,复习,3,课堂参与积极
Wilson_066,小组课,Sara,L002763,2026/05/06,周三,miércoles,Wednesday,11:00,19:00,+8h,1.67,口语,9,课堂参与积极
Zoe_393,小组课,Sara,L002764,2026/05/13,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,语法,5,完成本节内容
Brian_409（教务）,小组课,Sara（教务）,L002764,05/13/2026,周三,miércoles,Wednesday,11:00,17:00,+6h,1.0,语法,8,完成本节内容
Mia_475,小组课,Sara,L002764,2026-05-13,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,复习,6,完成本节内容
Eric_096,小组课,Sara,L002764,2026-05-13,周三,miércoles,Wednesday,11:00,19:00,+8h,1.0,听力,10,完成本节内容
Patrick_507,班课,Sara,L002764,2026-05-13,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,听力,13,完成本节内容
Wilson_066,小组课,Sara（教务）,L002764,2026/05/13,周三,miércoles,Wednesday,11:00,19:00,+8h,1.0,复习,8,完成本节内容
Zoe_393,小组课,Sara,L002765,05/20/2026,周三,miércoles,Wednesday,11:00,11:00,+0h,1.67,语法,4,完成本节内容
Brian409,班课,Sara,L002765,2026/05/20,周三,miércoles,Wednesday,11:00,17:00,+6h,1.67,口语,14,完成本节内容
Mia_475,小组课,Sara,L002765,2026-05-20,周三,miércoles,Wednesday,11:00,10:00,-1h,1.67,阅读,7,完成本节内容
Eric096,班课,Sara,L002765,2026年5月20日,周三,miércoles,Wednesday,11:00,19:00,+8h,1.67,口语,14,完成本节内容
Patrick507,班课,Sara,L002765,2026年5月20日,周三,miércoles,Wednesday,11:00,11:00,+0h,1.67,复习,3,完成本节内容
Wilson_066,班课,Sara,L002765,2026/05/20,周三,miércoles,Wednesday,11:00,19:00,+8h,1.67,复习,10,完成本节内容
Zoe_393,班课,Sara,L002766,2026-05-27,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,语法,13,课堂参与积极
Brian_409（教务）,小组课,Sara,L002766,2026-05-27,周三,miércoles,Wednesday,11:00,17:00,+6h,1.0,复习,4,课堂参与积极
Mia_475,小组课,Sara,L002766,05/27/2026,周三,miércoles,Wednesday,11:00,07:00,-4h,1.0,阅读,1,课堂参与积极
Eric_096,小组课,Sara,L002766,2026-05-27,周三,miércoles,Wednesday,11:00,19:00,+8h,1.0,听力,11,课堂参与积极
Patrick_507,小组课,Sara,L002766,2026/05/27,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,口语,1,课堂参与积极
Wilson_066,班课,Sara,L002766,05/27/2026,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,阅读,6,课堂参与积极
Zoe393,班课,Sara,L002767,2026/06/03,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,语法,7,需要加强口语练习
Brian_409,班课,Sara,L002767,2026-06-03,周三,miércoles,Wednesday,11:00,18:00,+7h,1.0,口语,6,需要加强口语练习
Mia_475,班课,Sara,L002767,2026-06-03,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,语法,3,需要加强口语练习
Eric_096,班课,Sara,L002767,2026-06-03,周三,miércoles,Wednesday,11:00,19:00,+8h,1.0,口语,13,需要加强口语练习
Patrick507,小组课,Sara,L002767,2026/06/03,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,阅读,3,需要加强口语练习
Wilson_066,班课,Sara,L002767,06/03/2026,周三,miércoles,Wednesday,11:00,19:00,+8h,1.0,口语,2,需要加强口语练习
Zoe_393,班课,Sara,L002768,2026/06/10,周三,miércoles,Wednesday,11:00,11:00,+0h,1.5,口语,6,语法掌握一般
Brian_409,班课,Sara,L002768,2026/06/10,周三,miércoles,Wednesday,11:00,17:00,+6h,1.5,听力,7,语法掌握一般
Mia475,小组课,Sara,L002768,06/10/2026,周三,miércoles,Wednesday,11:00,10:00,-1h,1.5,听力,13,语法掌握一般
Eric_096,班课,Sara,L002768,2026-06-10,周三,miércoles,Wednesday,11:00,19:00,+8h,1.5,听力,2,语法掌握一般
Patrick_507,班课,Sara,L002768,2026年6月10日,周三,miércoles,Wednesday,11:00,11:00,+0h,1.5,听力,14,语法掌握一般
Wilson_066,小组课,Sara,L002768,2026-06-10,周三,miércoles,Wednesday,11:00,19:00,+8h,1.5,口语,9,语法掌握一般
Zoe_393,小组课,Sara,L002769,2026年6月17日,周三,miércoles,Wednesday,11:00,12:00,+1h,1.0,口语,7,需要加强口语练习
Brian_409,小组课,Sara,L002769,2026-06-17,周三,miércoles,Wednesday,11:00,17:00,+6h,1.0,阅读,12,需要加强口语练习
Mia_475,班课,Sara,L002769,2026-06-17,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,听力,11,需要加强口语练习
Eric096,班课,Sara,L002769,06/17/2026,周三,miércoles,Wednesday,11:00,19:00,+8h,1.0,口语,9,需要加强口语练习
Patrick_507,小组课,Sara,L002769,2026-06-17,周三,miércoles,Wednesday,11:00,14:00,+3h,1.0,口语,8,需要加强口语练习
Wilson066,班课,Sara（教务）,L002769,2026-06-17,周三,miércoles,Wednesday,11:00,19:00,+8h,1.0,口语,8,需要加强口语练习
Zoe_393,小组课,Sara,L002770,2026-06-24,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,语法,3,语法掌握一般
Brian_409,班课,Sara,L002770,2026年6月24日,周三,miércoles,Wednesday,11:00,17:00,+6h,1.0,听力,6,语法掌握一般
Mia_475,小组课,Sara,L002770,2026-06-24,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,听力,6,语法掌握一般
Eric_096,班课,Sara,L002770,06/24/2026,周三,miércoles,Wednesday,11:00,19:00,+8h,1.0,口语,7,语法掌握一般
Patrick_507,小组课,Sara,L002770,2026-06-24,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,语法,14,语法掌握一般
Wilson_066（教务）,班课,Sara（教务）,L002770,2026-06-24,周三,miércoles,Wednesday,11:00,19:00,+8h,1.0,听力,6,语法掌握一般
Zoe_393（教务）,小组课,Sara,L002771,2026-07-01,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,复习,11,语法掌握一般
Brian409,小组课,Sara,L002771,2026/07/01,周三,miércoles,Wednesday,11:00,17:00,+6h,1.0,复习,13,语法掌握一般
Mia_475,小组课,Sara,L002771,2026-07-01,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,听力,7,语法掌握一般
Eric_096,班课,Sara,L002771,2026-07-01,周三,miércoles,Wednesday,11:00,19:00,+8h,1.0,语法,13,语法掌握一般
Patrick_507,班课,Sara,L002771,2026年7月1日,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,阅读,8,语法掌握一般
Wilson_066,小组课,Sara,L002771,2026-07-01,周三,miércoles,Wednesday,11:00,20:00,+9h,1.0,听力,13,语法掌握一般
Zoe393,小组课,Sara（教务）,L002772,2026/07/08,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,阅读,5,完成本节内容
Brian_409,班课,Sara,L002772,2026/07/08,周三,miércoles,Wednesday,11:00,17:00,+6h,1.0,口语,13,完成本节内容
Mia_475,班课,Sara,L002772,2026-07-08,周三,miércoles,Wednesday,11:00,10:00,-1h,1.0,复习,13,完成本节内容
Eric_096（教务）,班课,Sara,L002772,2026-07-08,周三,miércoles,Wednesday,11:00,19:00,+8h,1.0,口语,3,完成本节内容
Patrick_507,小组课,Sara,L002772,2026-07-08,周三,miércoles,Wednesday,11:00,11:00,+0h,1.0,听力,5,完成本节内容
Wilson_066,班课,Sara,L002772,2026年7月8日,周三,miércoles,Wednesday,11:00,19:00,+8h,1.0,口语,1,完成本节内容
